"","Estimate"
"644",28975.2252052619
"645",53972.4054340727
"646",35012.8283865579
"647",67008.27767292
"648",44636.7415874221
"649",45562.1942535553
"650",36069.7922563948
"651",38839.6179463675
"652",36242.0559956243
"653",78882.3354246783
"654",84196.5073091306
"655",31652.3821818838
"656",37573.6951345983
"657",72136.7894341756
"658",160405.099992988
"659",50292.2598765782
"660",81262.0651665895
"661",31558.600937571
"662",51394.3772186181
"663",58535.082508624
"664",45979.1326185493
"665",93592.7785124716
"666",58185.5623550738
"667",47262.3465923179
"668",115860.136827353
"669",22369.4700610424
"670",19225.7597110419
"671",21011.2006004243
"672",49071.0385898695
"673",55780.2973561897
"674",26758.605048223
"675",21146.1455397841
"676",28743.5256650736
"677",91415.4227381871
"678",83690.4873428162
"679",25952.309816753
"680",78452.4539038626
"681",26967.5411085551
"682",34976.7422626857
"683",61532.7591178454
"684",43705.880841015
"685",32301.3261293891
"686",53976.4678982825
"687",52572.535368911
"688",12006.6420797115
"689",80122.7604401261
"690",74162.2046160467
"691",48566.1802276665
"692",33531.1418623739
"693",41276.4160016963
"694",83179.4301832676
"695",77932.4370065654
"696",64663.4369258751
"697",44005.0804581865
"698",37771.0539452207
"699",51096.8377438934
"700",32009.5137197724
"701",46692.0608049573
"702",44229.1132873564
"703",81286.2301580083
"704",29680.8776486861
"705",57212.9608232849
"706",97007.8951732526
"707",40638.3713355368
"708",53581.6453513143
"709",50003.2580766479
"710",61279.4231556231
"711",26719.5467837773
"712",76578.6850692583
"713",132689.230096087
"714",23528.1171624858
"715",142289.360891252
"716",69079.3922553693
"717",124386.009139115
"718",26073.9608344568
"719",18582.2448327744
"720",23003.9547501829
"721",35773.333991836
"722",43396.0757368363
"723",74703.0120329325
"724",156656.716125855
"725",40830.7957096531
"726",89498.2330968148
"727",88353.0166785803
"728",54100.776589083
"729",82731.35676913
"730",31262.661851934
"731",91978.3890897681
"732",17543.1985842749
"733",66351.5136956282
"734",31080.5323097224
"735",111462.025686774
"736",56783.0968920698
"737",8762.82521444044
"738",96989.8753415162
"739",26633.6488596301
"740",44634.5133163766
"741",92105.6527620573
"742",140781.307260345
"743",83622.529207908
"744",51615.8286666463
"745",91823.347697646
"746",59909.0290381985
"747",22392.077388975
"748",41897.9605163868
"749",35223.4645437553
"750",38326.4622347035
"751",47764.0544084564
"752",73227.3297692424
"753",74601.1468081919
"754",30874.7089554119
"755",44647.4231345032
"756",166080.190272416
"757",27874.4279839533
"758",59912.7014868744
"759",19846.9583508909
"760",122009.577620791
"761",115388.257314551
"762",226364.512269023
"763",35981.1168517017
"764",35009.9479763491
"765",139970.504222298
"766",34503.586690835
"767",52998.0179914926
"768",48301.0248125194
"769",40074.4755362665
"770",39508.3422792339
"771",77479.5653700111
"772",77278.3996276632
"773",40994.542015769
"774",63856.8992445667
"775",36846.1212080416
"776",62045.4780148445
"777",34817.5641709618
"778",113415.739450668
"779",55942.9885882639
"780",23745.8570533196
"781",41810.5082063853
"782",29863.0782287797
"783",41994.3021905341
"784",29829.3521172264
"785",138643.474408777
"786",108142.489517513
"787",27615.1461681441
"788",105102.81742267
"789",98044.6279159773
"790",78402.4894125434
"791",17939.347325694
"792",26031.5672514789
